disease,rag_top_node_id,common_symptoms,total_symptoms,rag_total_symptoms,rag_matches,rag_hallucinations,no_rag_total_symptoms,no_rag_matches,no_rag_hallucinations,rag_accuracy,no_rag_accuracy,rag_precision,rag_recall,no_rag_precision,no_rag_recall
Syndromic diarrhea,99693,15,52,18,0,18,26,0,26,0.0,0.0,0.0,0.0,0.0,0.0
Congenital analbuminemia,31640,1,19,17,16,1,32,2,30,0.8421052631578947,0.10526315789473684,0.9411764705882353,0.8421052631578947,0.0625,0.10526315789473684
Acquired von Willebrand syndrome,39535,13,27,24,3,21,19,3,16,0.1111111111111111,0.1111111111111111,0.125,0.1111111111111111,0.15789473684210525,0.1111111111111111
Hereditary methemoglobinemia,30126,10,26,22,3,19,26,2,24,0.11538461538461539,0.07692307692307693,0.13636363636363635,0.11538461538461539,0.07692307692307693,0.07692307692307693
Overhydrated hereditary stomatocytosis,28159,0,11,30,12,18,14,0,14,1.0909090909090908,0.0,0.4,1.0909090909090908,0.0,0.0
"Blepharophimosis-intellectual disability syndrome, Verloes type",35826,11,32,22,0,22,30,1,29,0.0,0.03125,0.0,0.0,0.03333333333333333,0.03125
11p15.4 microduplication syndrome,32497,1,18,17,16,1,20,1,19,0.8888888888888888,0.05555555555555555,0.9411764705882353,0.8888888888888888,0.05,0.05555555555555555
Polymicrogyria due to TUBB2B mutation,27528,10,30,16,6,10,27,4,23,0.2,0.13333333333333333,0.375,0.2,0.14814814814814814,0.13333333333333333
20p13 microdeletion syndrome,32620,2,35,27,25,2,27,4,23,0.7142857142857143,0.11428571428571428,0.9259259259259259,0.7142857142857143,0.14814814814814814,0.11428571428571428
"Phosphoserine aminotransferase deficiency, infantile/juvenile form",30849,0,40,41,36,5,23,0,23,0.9,0.0,0.8780487804878049,0.9,0.0,0.0
Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,33426,0,29,25,23,2,24,1,23,0.7931034482758621,0.034482758620689655,0.92,0.7931034482758621,0.041666666666666664,0.034482758620689655
Intellectual disability-alacrima-achalasia syndrome,27364,2,16,16,5,11,16,3,13,0.3125,0.1875,0.3125,0.3125,0.1875,0.1875
"Blepharophimosis-intellectual disability syndrome, MKB type",35826,19,8,26,3,23,24,2,22,0.375,0.25,0.11538461538461539,0.375,0.08333333333333333,0.25
Kagami-Ogata syndrome,32472,0,40,17,17,0,30,0,30,0.425,0.0,1.0,0.425,0.0,0.0
21q22.11q22.12 microdeletion syndrome,32429,6,59,104,16,88,34,3,31,0.2711864406779661,0.05084745762711865,0.15384615384615385,0.2711864406779661,0.08823529411764706,0.05084745762711865
Infantile spasms-psychomotor retardation-progressive brain atrophy-basal ganglia disease syndrome,32498,4,25,20,21,-1,49,7,42,0.84,0.28,1.05,0.84,0.14285714285714285,0.28
Recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome,32650,0,20,20,17,3,27,0,27,0.85,0.0,0.85,0.85,0.0,0.0
Pyknoachondrogenesis,29554,0,23,16,14,2,24,0,24,0.6086956521739131,0.0,0.875,0.6086956521739131,0.0,0.0
Distal deletion 10q syndrome,29728,4,92,87,67,20,27,6,21,0.7282608695652174,0.06521739130434782,0.7701149425287356,0.7282608695652174,0.2222222222222222,0.06521739130434782
Isolated tibial hemimelia,30666,0,33,23,21,2,12,1,11,0.6363636363636364,0.030303030303030304,0.9130434782608695,0.6363636363636364,0.08333333333333333,0.030303030303030304
Neonatal acute respiratory distress syndrome,39872,6,11,26,4,22,22,1,21,0.36363636363636365,0.09090909090909091,0.15384615384615385,0.36363636363636365,0.045454545454545456,0.09090909090909091
Congenitally corrected transposition of the great arteries,38925,7,49,23,7,16,20,3,17,0.14285714285714285,0.061224489795918366,0.30434782608695654,0.14285714285714285,0.15,0.061224489795918366
Stevens-Johnson syndrome/toxic epidermal necrolysis spectrum,32746,8,64,32,8,24,28,9,19,0.125,0.140625,0.25,0.125,0.32142857142857145,0.140625
Intellectual disability-hypotonia-brachycephaly-pyloric stenosis-cryptorchidism syndrome,32599,5,14,16,2,14,20,2,18,0.14285714285714285,0.14285714285714285,0.125,0.14285714285714285,0.1,0.14285714285714285
2q23.1 microduplication syndrome,31466,3,37,19,3,16,31,2,29,0.08108108108108109,0.05405405405405406,0.15789473684210525,0.08108108108108109,0.06451612903225806,0.05405405405405406
Distal 17p13.1 microdeletion syndrome,95065,17,23,22,3,19,22,2,20,0.13043478260869565,0.08695652173913043,0.13636363636363635,0.13043478260869565,0.09090909090909091,0.08695652173913043
Mycetoma,32734,0,29,16,15,1,24,0,24,0.5172413793103449,0.0,0.9375,0.5172413793103449,0.0,0.0
Leptospirosis,33314,5,40,17,17,0,21,9,12,0.425,0.225,1.0,0.425,0.42857142857142855,0.225
Neonatal intrahepatic cholestasis due to citrin deficiency,29408,6,41,24,10,14,20,6,14,0.24390243902439024,0.14634146341463414,0.4166666666666667,0.24390243902439024,0.3,0.14634146341463414
Brachydactyly type A7,29488,2,17,16,2,14,14,0,14,0.11764705882352941,0.0,0.125,0.11764705882352941,0.0,0.0
Multiple acyl-CoA dehydrogenase deficiency,98500,18,58,24,5,19,34,6,28,0.08620689655172414,0.10344827586206896,0.20833333333333334,0.08620689655172414,0.17647058823529413,0.10344827586206896
Isolated biliary atresia,99178,10,28,17,5,12,16,4,12,0.17857142857142858,0.14285714285714285,0.29411764705882354,0.17857142857142858,0.25,0.14285714285714285
MAN1B1-CDG,33411,0,53,36,35,1,13,0,13,0.660377358490566,0.0,0.9722222222222222,0.660377358490566,0.0,0.0
PGM3-CDG,31521,0,63,46,37,9,23,0,23,0.5873015873015873,0.0,0.8043478260869565,0.5873015873015873,0.0,0.0
XYLT1-CDG,32288,1,29,26,26,0,21,1,20,0.896551724137931,0.034482758620689655,1.0,0.896551724137931,0.047619047619047616,0.034482758620689655
Congenital muscular dystrophy with intellectual disability and severe epilepsy,29208,3,40,87,35,52,29,1,28,0.875,0.025,0.40229885057471265,0.875,0.034482758620689655,0.025
Temtamy preaxial brachydactyly syndrome,28256,0,48,23,20,3,30,1,29,0.4166666666666667,0.020833333333333332,0.8695652173913043,0.4166666666666667,0.03333333333333333,0.020833333333333332
Alpha-dystroglycan-related limb-girdle muscular dystrophy R16,27315,2,15,14,0,14,24,0,24,0.0,0.0,0.0,0.0,0.0,0.0
SRD5A3-CDG,27783,1,33,18,9,9,27,2,25,0.2727272727272727,0.06060606060606061,0.5,0.2727272727272727,0.07407407407407407,0.06060606060606061
COG1-CDG,28894,1,43,56,39,17,21,1,20,0.9069767441860465,0.023255813953488372,0.6964285714285714,0.9069767441860465,0.047619047619047616,0.023255813953488372
ALG11-CDG,31434,1,40,23,22,1,16,2,14,0.55,0.05,0.9565217391304348,0.55,0.125,0.05
COG5-CDG,28972,2,46,42,39,3,23,0,23,0.8478260869565217,0.0,0.9285714285714286,0.8478260869565217,0.0,0.0
"Spondyloepiphyseal dysplasia tarda, Kohn type",31270,0,11,39,2,37,21,0,21,0.18181818181818182,0.0,0.05128205128205128,0.18181818181818182,0.0,0.0
COG8-CDG,29748,0,24,21,2,19,26,2,24,0.08333333333333333,0.08333333333333333,0.09523809523809523,0.08333333333333333,0.07692307692307693,0.08333333333333333
POMT2-related limb-girdle muscular dystrophy R14,29368,6,20,16,2,14,26,1,25,0.1,0.05,0.125,0.1,0.038461538461538464,0.05
Temple syndrome,28286,0,28,17,1,16,24,0,24,0.03571428571428571,0.0,0.058823529411764705,0.03571428571428571,0.0,0.0
Polymicrogyria with optic nerve hypoplasia,31794,2,14,18,15,3,32,1,31,1.0714285714285714,0.07142857142857142,0.8333333333333334,1.0714285714285714,0.03125,0.07142857142857142
Hyperphosphatasia-intellectual disability syndrome,27923,2,62,75,22,53,32,2,30,0.3548387096774194,0.03225806451612903,0.29333333333333333,0.3548387096774194,0.0625,0.03225806451612903
X-linked Charcot-Marie-Tooth disease type 6,27530,7,16,30,2,28,27,3,24,0.125,0.1875,0.06666666666666667,0.125,0.1111111111111111,0.1875
Alazami syndrome,31536,1,31,17,0,17,48,2,46,0.0,0.06451612903225806,0.0,0.0,0.041666666666666664,0.06451612903225806
Syndromic multisystem autoimmune disease due to Itch deficiency,31599,0,38,18,10,8,10,0,10,0.2631578947368421,0.0,0.5555555555555556,0.2631578947368421,0.0,0.0
Pseudoaminopterin syndrome,31751,0,63,70,54,16,33,0,33,0.8571428571428571,0.0,0.7714285714285715,0.8571428571428571,0.0,0.0
Zechi-Ceide syndrome,32162,0,34,19,17,2,6,0,6,0.5,0.0,0.8947368421052632,0.5,0.0,0.0
Brain-lung-thyroid syndrome,27955,2,60,33,31,2,14,4,10,0.5166666666666667,0.06666666666666667,0.9393939393939394,0.5166666666666667,0.2857142857142857,0.06666666666666667
Combined oxidative phosphorylation defect type 27,38594,16,29,29,0,29,29,2,27,0.0,0.06896551724137931,0.0,0.0,0.06896551724137931,0.06896551724137931
SLC39A8-CDG,29977,0,41,17,2,15,23,0,23,0.04878048780487805,0.0,0.11764705882352941,0.04878048780487805,0.0,0.0
T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta,32891,1,23,17,18,-1,15,1,14,0.782608695652174,0.043478260869565216,1.0588235294117647,0.782608695652174,0.06666666666666667,0.043478260869565216
T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency,32859,1,29,18,17,1,36,4,32,0.5862068965517241,0.13793103448275862,0.9444444444444444,0.5862068965517241,0.1111111111111111,0.13793103448275862
Isobutyryl-CoA dehydrogenase deficiency,30332,9,11,22,7,15,20,1,19,0.6363636363636364,0.09090909090909091,0.3181818181818182,0.6363636363636364,0.05,0.09090909090909091
Atresia of urethra,32640,2,14,17,11,6,20,2,18,0.7857142857142857,0.14285714285714285,0.6470588235294118,0.7857142857142857,0.1,0.14285714285714285
Duplication of urethra,32457,3,26,20,21,-1,21,5,16,0.8076923076923077,0.19230769230769232,1.05,0.8076923076923077,0.23809523809523808,0.19230769230769232
Developmental and epileptic encephalopathy with spike-wave activation in sleep,33205,3,30,18,22,-4,28,4,24,0.7333333333333333,0.13333333333333333,1.2222222222222223,0.7333333333333333,0.14285714285714285,0.13333333333333333
Short chain acyl-CoA dehydrogenase deficiency,38510,18,24,30,3,27,26,1,25,0.125,0.041666666666666664,0.1,0.125,0.038461538461538464,0.041666666666666664
Glucose-galactose malabsorption,28234,4,15,19,13,6,24,4,20,0.8666666666666667,0.26666666666666666,0.6842105263157895,0.8666666666666667,0.16666666666666666,0.26666666666666666
Serotonin syndrome,33091,9,34,21,23,-2,27,16,11,0.6764705882352942,0.47058823529411764,1.0952380952380953,0.6764705882352942,0.5925925925925926,0.47058823529411764
Idiopathic neonatal atrial flutter,32647,2,15,14,15,-1,23,3,20,1.0,0.2,1.0714285714285714,1.0,0.13043478260869565,0.2
Galactokinase deficiency,30605,1,26,17,15,2,21,1,20,0.5769230769230769,0.038461538461538464,0.8823529411764706,0.5769230769230769,0.047619047619047616,0.038461538461538464
Classic galactosemia,39443,12,54,23,9,14,35,10,25,0.16666666666666666,0.18518518518518517,0.391304347826087,0.16666666666666666,0.2857142857142857,0.18518518518518517
Proximal renal tubular acidosis,31011,2,34,18,4,14,25,4,21,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.11764705882352941,0.16,0.11764705882352941
Generalized arterial calcification of infancy,33393,2,64,27,30,-3,35,4,31,0.46875,0.0625,1.1111111111111112,0.46875,0.11428571428571428,0.0625
Caroli disease,27699,3,33,17,15,2,22,10,12,0.45454545454545453,0.30303030303030304,0.8823529411764706,0.45454545454545453,0.45454545454545453,0.30303030303030304
Pulmonary nodular lymphoid hyperplasia,29261,4,10,16,11,5,26,4,22,1.1,0.4,0.6875,1.1,0.15384615384615385,0.4
Distal renal tubular acidosis,31011,4,38,17,5,12,19,9,10,0.13157894736842105,0.23684210526315788,0.29411764705882354,0.13157894736842105,0.47368421052631576,0.23684210526315788
Fanconi-Bickel syndrome,28453,16,31,22,3,19,29,9,20,0.0967741935483871,0.2903225806451613,0.13636363636363635,0.0967741935483871,0.3103448275862069,0.2903225806451613
Oligomeganephronia,33501,2,30,26,26,0,27,5,22,0.8666666666666667,0.16666666666666666,1.0,0.8666666666666667,0.18518518518518517,0.16666666666666666
Hereditary hypophosphatemic rickets with hypercalciuria,27464,1,21,33,16,17,20,3,17,0.7619047619047619,0.14285714285714285,0.48484848484848486,0.7619047619047619,0.15,0.14285714285714285
Opsoclonus-myoclonus syndrome,33201,2,22,18,18,0,21,3,18,0.8181818181818182,0.13636363636363635,1.0,0.8181818181818182,0.14285714285714285,0.13636363636363635
Primary Fanconi renotubular syndrome,38277,8,29,35,4,31,25,3,22,0.13793103448275862,0.10344827586206896,0.11428571428571428,0.13793103448275862,0.12,0.10344827586206896
Tracheobronchopathia osteochondroplastica,29623,7,23,18,18,0,25,9,16,0.782608695652174,0.391304347826087,1.0,0.782608695652174,0.36,0.391304347826087
Rasmussen subacute encephalitis,33120,1,48,29,24,5,22,4,18,0.5,0.08333333333333333,0.8275862068965517,0.5,0.18181818181818182,0.08333333333333333
Gorham-Stout disease,29373,3,36,26,25,1,18,4,14,0.6944444444444444,0.1111111111111111,0.9615384615384616,0.6944444444444444,0.2222222222222222,0.1111111111111111
Pyruvate carboxylase deficiency,31962,5,70,75,66,9,23,5,18,0.9428571428571428,0.07142857142857142,0.88,0.9428571428571428,0.21739130434782608,0.07142857142857142
Congenital plasminogen activator inhibitor type 1 deficiency,27824,2,25,17,15,2,32,5,27,0.6,0.2,0.8823529411764706,0.6,0.15625,0.2
Oculocutaneous albinism type 3,84278,8,13,28,4,24,32,2,30,0.3076923076923077,0.15384615384615385,0.14285714285714285,0.3076923076923077,0.0625,0.15384615384615385
Asbestos intoxication,33056,3,35,16,15,1,20,8,12,0.42857142857142855,0.22857142857142856,0.9375,0.42857142857142855,0.4,0.22857142857142856
Mosaic trisomy 16 syndrome,33435,4,43,17,17,0,43,7,36,0.3953488372093023,0.16279069767441862,1.0,0.3953488372093023,0.16279069767441862,0.16279069767441862
Hereditary xanthinuria,33353,4,22,18,16,2,19,5,14,0.7272727272727273,0.22727272727272727,0.8888888888888888,0.7272727272727273,0.2631578947368421,0.22727272727272727
Pontocerebellar hypoplasia type 2,27716,7,40,33,8,25,25,0,25,0.2,0.0,0.24242424242424243,0.2,0.0,0.0
Localized scleroderma,33228,5,55,20,20,0,38,9,29,0.36363636363636365,0.16363636363636364,1.0,0.36363636363636365,0.23684210526315788,0.16363636363636364
Ring chromosome 21 syndrome,32369,2,30,16,16,0,26,4,22,0.5333333333333333,0.13333333333333333,1.0,0.5333333333333333,0.15384615384615385,0.13333333333333333
Pentosuria,31585,1,3,20,4,16,36,0,36,1.3333333333333333,0.0,0.2,1.3333333333333333,0.0,0.0
Pterin-4 alpha-carbinolamine dehydratase deficiency,30189,1,13,16,11,5,20,1,19,0.8461538461538461,0.07692307692307693,0.6875,0.8461538461538461,0.05,0.07692307692307693
Mosaic trisomy 20 syndrome,27822,2,39,17,19,-2,28,5,23,0.48717948717948717,0.1282051282051282,1.1176470588235294,0.48717948717948717,0.17857142857142858,0.1282051282051282
Sweet syndrome,28845,4,39,17,16,1,23,6,17,0.41025641025641024,0.15384615384615385,0.9411764705882353,0.41025641025641024,0.2608695652173913,0.15384615384615385
X-linked hypophosphatemia,27285,0,51,17,12,5,28,5,23,0.23529411764705882,0.09803921568627451,0.7058823529411765,0.23529411764705882,0.17857142857142858,0.09803921568627451
Systemic sclerosis,94641,11,86,18,10,8,25,11,14,0.11627906976744186,0.12790697674418605,0.5555555555555556,0.11627906976744186,0.44,0.12790697674418605
SATB2-associated syndrome due to a pathogenic variant,39006,21,48,36,5,31,39,2,37,0.10416666666666667,0.041666666666666664,0.1388888888888889,0.10416666666666667,0.05128205128205128,0.041666666666666664
SATB2-associated syndrome due to a chromosomal rearrangement,38194,18,82,31,2,29,36,3,33,0.024390243902439025,0.036585365853658534,0.06451612903225806,0.024390243902439025,0.08333333333333333,0.036585365853658534
Prader-Willi syndrome due to imprinting mutation,32961,5,18,53,8,45,41,4,37,0.4444444444444444,0.2222222222222222,0.1509433962264151,0.4444444444444444,0.0975609756097561,0.2222222222222222
Prader-Willi syndrome due to translocation,32961,6,93,54,18,36,23,10,13,0.1935483870967742,0.10752688172043011,0.3333333333333333,0.1935483870967742,0.43478260869565216,0.10752688172043011
Silver-Russell syndrome due to 7p11.2p13 microduplication,32175,3,29,28,27,1,32,2,30,0.9310344827586207,0.06896551724137931,0.9642857142857143,0.9310344827586207,0.0625,0.06896551724137931
Silver-Russell syndrome due to a point mutation,32863,2,36,18,18,0,30,3,27,0.5,0.08333333333333333,1.0,0.5,0.1,0.08333333333333333
Silver-Russell syndrome due to maternal uniparental disomy of chromosome 11,32180,1,20,19,20,-1,19,2,17,1.0,0.1,1.0526315789473684,1.0,0.10526315789473684,0.1
Silver-Russell syndrome due to maternal uniparental disomy of chromosome 7,32180,1,59,19,14,5,18,2,16,0.23728813559322035,0.03389830508474576,0.7368421052631579,0.23728813559322035,0.1111111111111111,0.03389830508474576
Alveolar echinococcosis,32435,2,50,18,19,-1,26,11,15,0.38,0.22,1.0555555555555556,0.38,0.4230769230769231,0.22
Tularemia,95763,18,38,29,5,24,25,5,20,0.13157894736842105,0.13157894736842105,0.1724137931034483,0.13157894736842105,0.2,0.13157894736842105
Silver-Russell syndrome due to 11p15 microduplication,32181,2,19,17,18,-1,33,3,30,0.9473684210526315,0.15789473684210525,1.0588235294117647,0.9473684210526315,0.09090909090909091,0.15789473684210525
Silver-Russell syndrome due to an imprinting defect of 11p15,32179,3,28,17,18,-1,35,5,30,0.6428571428571429,0.17857142857142858,1.0588235294117647,0.6428571428571429,0.14285714285714285,0.17857142857142858
"Glycogen storage disease due to acid maltase deficiency, infantile onset",32861,3,35,17,19,-2,30,6,24,0.5428571428571428,0.17142857142857143,1.1176470588235294,0.5428571428571428,0.2,0.17142857142857143
Glycogen storage disease due to acid maltase deficiency,94893,14,73,23,5,18,26,5,21,0.0684931506849315,0.0684931506849315,0.21739130434782608,0.0684931506849315,0.19230769230769232,0.0684931506849315
Cysticercosis,30926,10,49,24,0,24,27,3,24,0.0,0.061224489795918366,0.0,0.0,0.1111111111111111,0.061224489795918366
Autosomal dominant Charcot-Marie-Tooth disease type 2E,99891,10,24,17,2,15,28,4,24,0.08333333333333333,0.16666666666666666,0.11764705882352941,0.08333333333333333,0.14285714285714285,0.16666666666666666
Charcot-Marie-Tooth disease type 4D,27530,6,22,24,2,22,25,1,24,0.09090909090909091,0.045454545454545456,0.08333333333333333,0.09090909090909091,0.04,0.045454545454545456
Ectodermal dysplasia-skin fragility syndrome,32141,1,26,17,2,15,29,1,28,0.07692307692307693,0.038461538461538464,0.11764705882352941,0.07692307692307693,0.034482758620689655,0.038461538461538464
"Autosomal dominant generalized epidermolysis bullosa simplex, intermediate form",27434,3,17,24,8,16,14,3,11,0.47058823529411764,0.17647058823529413,0.3333333333333333,0.47058823529411764,0.21428571428571427,0.17647058823529413
Charcot-Marie-Tooth disease type 1F,30728,0,50,17,5,12,18,7,11,0.1,0.14,0.29411764705882354,0.1,0.3888888888888889,0.14
Capillary malformation-arteriovenous malformation,28829,0,29,17,21,-4,23,2,21,0.7241379310344828,0.06896551724137931,1.2352941176470589,0.7241379310344828,0.08695652173913043,0.06896551724137931
"Spondyloepimetaphyseal dysplasia, Handigodu type",33300,3,29,17,17,0,41,4,37,0.5862068965517241,0.13793103448275862,1.0,0.5862068965517241,0.0975609756097561,0.13793103448275862
Hemimegalencephaly,32312,1,33,17,17,0,27,1,26,0.5151515151515151,0.030303030303030304,1.0,0.5151515151515151,0.037037037037037035,0.030303030303030304
Pulmonary capillary hemangiomatosis,38758,18,25,22,5,17,23,6,17,0.2,0.24,0.22727272727272727,0.2,0.2608695652173913,0.24
Immune-mediated necrotizing myopathy,32963,0,24,20,20,0,18,0,18,0.8333333333333334,0.0,1.0,0.8333333333333334,0.0,0.0
Mal de débarquement,27838,10,17,16,14,2,22,9,13,0.8235294117647058,0.5294117647058824,0.875,0.8235294117647058,0.4090909090909091,0.5294117647058824
Autosomal recessive generalized epidermolysis bullosa simplex,38011,6,20,6,2,4,23,3,20,0.1,0.15,0.3333333333333333,0.1,0.13043478260869565,0.15
Autosomal dominant epilepsy with auditory features,27649,1,19,16,14,2,36,1,35,0.7368421052631579,0.05263157894736842,0.875,0.7368421052631579,0.027777777777777776,0.05263157894736842
Polyrrhinia,32486,0,9,13,4,9,15,0,15,0.4444444444444444,0.0,0.3076923076923077,0.4444444444444444,0.0,0.0
Scleromyxedema,27681,0,41,16,16,0,34,2,32,0.3902439024390244,0.04878048780487805,1.0,0.3902439024390244,0.058823529411764705,0.04878048780487805
Trisomy 10p syndrome,33475,1,63,50,48,2,28,6,22,0.7619047619047619,0.09523809523809523,0.96,0.7619047619047619,0.21428571428571427,0.09523809523809523
Hereditary renal hypouricemia,28528,17,16,26,5,21,23,2,21,0.3125,0.125,0.19230769230769232,0.3125,0.08695652173913043,0.125
Renal hypoplasia,32923,5,20,17,19,-2,21,9,12,0.95,0.45,1.1176470588235294,0.95,0.42857142857142855,0.45
Robinow syndrome,29073,1,65,17,10,7,41,3,38,0.15384615384615385,0.046153846153846156,0.5882352941176471,0.15384615384615385,0.07317073170731707,0.046153846153846156
Non-syndromic posterior hypospadias,32912,2,16,16,12,4,14,2,12,0.75,0.125,0.75,0.75,0.14285714285714285,0.125
Variant ABeta2M amyloidosis,33133,1,24,17,1,16,32,0,32,0.041666666666666664,0.0,0.058823529411764705,0.041666666666666664,0.0,0.0
Congenital tufting enteropathy,38695,18,26,27,3,24,24,4,20,0.11538461538461539,0.15384615384615385,0.1111111111111111,0.11538461538461539,0.16666666666666666,0.15384615384615385
Pauci-immune glomerulonephritis,27729,5,37,30,30,0,22,5,17,0.8108108108108109,0.13513513513513514,1.0,0.8108108108108109,0.22727272727272727,0.13513513513513514
Roussy-Lévy syndrome,31973,0,27,17,12,5,31,0,31,0.4444444444444444,0.0,0.7058823529411765,0.4444444444444444,0.0,0.0
Autosomal dominant Charcot-Marie-Tooth disease type 2Y,29098,1,44,24,16,8,18,4,14,0.36363636363636365,0.09090909090909091,0.6666666666666666,0.36363636363636365,0.2222222222222222,0.09090909090909091
Abnormal origin of right or left pulmonary artery from the aorta,31649,10,26,21,4,17,16,3,13,0.15384615384615385,0.11538461538461539,0.19047619047619047,0.15384615384615385,0.1875,0.11538461538461539
Thiel-Behnke corneal dystrophy,29290,9,9,17,7,10,23,1,22,0.7777777777777778,0.1111111111111111,0.4117647058823529,0.7777777777777778,0.043478260869565216,0.1111111111111111
Autosomal dominant nocturnal frontal lobe epilepsy,27354,3,22,18,9,9,28,5,23,0.4090909090909091,0.22727272727272727,0.5,0.4090909090909091,0.17857142857142858,0.22727272727272727
Lattice corneal dystrophy type I,28275,5,17,17,13,4,22,8,14,0.7647058823529411,0.47058823529411764,0.7647058823529411,0.7647058823529411,0.36363636363636365,0.47058823529411764
X-linked Charcot-Marie-Tooth disease type 3,27530,4,28,22,5,17,20,3,17,0.17857142857142858,0.10714285714285714,0.22727272727272727,0.17857142857142858,0.15,0.10714285714285714
X-linked Charcot-Marie-Tooth disease type 2,27530,2,26,30,4,26,15,1,14,0.15384615384615385,0.038461538461538464,0.13333333333333333,0.15384615384615385,0.06666666666666667,0.038461538461538464
Bothnia retinal dystrophy,27827,2,23,17,18,-1,24,3,21,0.782608695652174,0.13043478260869565,1.0588235294117647,0.782608695652174,0.125,0.13043478260869565
Leigh syndrome,33401,2,98,23,16,7,27,6,21,0.16326530612244897,0.061224489795918366,0.6956521739130435,0.16326530612244897,0.2222222222222222,0.061224489795918366
Regional odontodysplasia,32323,4,24,17,18,-1,14,8,6,0.75,0.3333333333333333,1.0588235294117647,0.75,0.5714285714285714,0.3333333333333333
Acute disseminated encephalomyelitis,32501,7,53,51,46,5,31,8,23,0.8679245283018868,0.1509433962264151,0.9019607843137255,0.8679245283018868,0.25806451612903225,0.1509433962264151
Brachytelephalangic chondrodysplasia punctata,38558,17,56,42,1,41,33,1,32,0.017857142857142856,0.017857142857142856,0.023809523809523808,0.017857142857142856,0.030303030303030304,0.017857142857142856
Pseudopseudohypoparathyroidism,27647,4,18,19,7,12,30,7,23,0.3888888888888889,0.3888888888888889,0.3684210526315789,0.3888888888888889,0.23333333333333334,0.3888888888888889
GM1 gangliosidosis type 1,27167,2,53,16,7,9,34,3,31,0.1320754716981132,0.05660377358490566,0.4375,0.1320754716981132,0.08823529411764706,0.05660377358490566
Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib,27295,7,61,25,16,9,23,5,18,0.26229508196721313,0.08196721311475409,0.64,0.26229508196721313,0.21739130434782608,0.08196721311475409
Tubulointerstitial nephritis and uveitis syndrome,31617,5,53,18,18,0,23,7,16,0.33962264150943394,0.1320754716981132,1.0,0.33962264150943394,0.30434782608695654,0.1320754716981132
Lupus erythematosus tumidus,27789,0,12,13,10,3,38,1,37,0.8333333333333334,0.08333333333333333,0.7692307692307693,0.8333333333333334,0.02631578947368421,0.08333333333333333
Charcot-Marie-Tooth disease type 1E,99891,16,40,29,5,24,27,4,23,0.125,0.1,0.1724137931034483,0.125,0.14814814814814814,0.1
Inflammatory pseudotumor of the liver,27702,4,17,10,8,2,19,5,14,0.47058823529411764,0.29411764705882354,0.8,0.47058823529411764,0.2631578947368421,0.29411764705882354
"Hereditary motor and sensory neuropathy, Okinawa type",31920,1,28,43,29,14,26,1,25,1.0357142857142858,0.03571428571428571,0.6744186046511628,1.0357142857142858,0.038461538461538464,0.03571428571428571
Non-syndromic genetic deafness,32254,1,13,13,11,2,24,1,23,0.8461538461538461,0.07692307692307693,0.8461538461538461,0.8461538461538461,0.041666666666666664,0.07692307692307693
Bartter syndrome type 4,27629,2,36,34,10,24,35,5,30,0.2777777777777778,0.1388888888888889,0.29411764705882354,0.2777777777777778,0.14285714285714285,0.1388888888888889
Renal nutcracker syndrome,33362,3,25,18,19,-1,11,5,6,0.76,0.2,1.0555555555555556,0.76,0.45454545454545453,0.2
Immunodeficiency due to selective anti-polysaccharide antibody deficiency,27759,6,19,18,14,4,40,4,36,0.7368421052631579,0.21052631578947367,0.7777777777777778,0.7368421052631579,0.1,0.21052631578947367
Intrahepatic cholestasis of pregnancy,30714,2,27,16,6,10,12,4,8,0.2222222222222222,0.14814814814814814,0.375,0.2222222222222222,0.3333333333333333,0.14814814814814814
Infantile neuroaxonal dystrophy,33527,0,52,21,5,16,27,4,23,0.09615384615384616,0.07692307692307693,0.23809523809523808,0.09615384615384616,0.14814814814814814,0.07692307692307693
Pantothenate kinase-associated neurodegeneration,28116,5,60,105,61,44,19,3,16,1.0166666666666666,0.05,0.580952380952381,1.0166666666666666,0.15789473684210525,0.05
Tako-Tsubo cardiomyopathy,27751,4,36,16,17,-1,23,8,15,0.4722222222222222,0.2222222222222222,1.0625,0.4722222222222222,0.34782608695652173,0.2222222222222222
Isolated focal cortical dysplasia,28599,1,21,16,13,3,19,4,15,0.6190476190476191,0.19047619047619047,0.8125,0.6190476190476191,0.21052631578947367,0.19047619047619047
Pruritic urticarial papules and plaques of pregnancy,27756,5,21,17,19,-2,18,7,11,0.9047619047619048,0.3333333333333333,1.1176470588235294,0.9047619047619048,0.3888888888888889,0.3333333333333333
Acrokeratosis verruciformis of Hopf,27270,2,12,16,10,6,27,3,24,0.8333333333333334,0.25,0.625,0.8333333333333334,0.1111111111111111,0.25
"Hereditary bullous dystrophy, macular type",31784,1,23,20,18,2,30,2,28,0.782608695652174,0.08695652173913043,0.9,0.782608695652174,0.06666666666666667,0.08695652173913043
Elastosis perforans serpiginosa,30716,5,11,14,11,3,26,5,21,1.0,0.45454545454545453,0.7857142857142857,1.0,0.19230769230769232,0.45454545454545453
